PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
002xh,2nk4/8/2PBp1n1/1pK1P1p1/1P4P1/8/8/8 b - - 2 42,g6h4 c5b5 h4g2 b5a6 g2e3 a6b7,2099,98,54,32,crushing endgame long,https://lichess.org/TfRvsd3p/black#84,
00347,8/2p5/8/2pPk2p/8/4K2P/6P1/8 w - - 1 42,e3d3 h5h4 d3c4 e5d6,2250,76,87,120,crushing endgame pawnEndgame quietMove short,https://lichess.org/xFM0YP9S#83,
0039T,1r5r/p3kp2/4p2p/4P3/3R1Pp1/6P1/P1P4P/4K2R w K - 1 25,d4a4 b8b1 e1f2 b1h1 a4a7 e7f8,1023,88,94,791,crushing defensiveMove endgame long rookEndgame skewer,https://lichess.org/BrtVeJlj#49,
003IX,8/3pk3/R7/1R2Pp1p/2PPnKr1/8/8/8 w - - 4 43,f4f5 e4g3,1729,77,88,1809,endgame mate mateIn1 oneMove,https://lichess.org/576Btq56#85,
003Tx,2r5/pR5p/5p1k/4p3/4r3/B4nPP/PP3P2/1K2R3 w - - 0 27,e1e4 f3d2 b1a1 c8c1,1533,88,82,726,backRankMate endgame fork mate mateIn2 short,https://lichess.org/A7j9VEC0#53,
003UW,8/6pk/7p/2p5/2qp4/5PP1/P3QK1P/8 b - - 1 40,c4d5 e2e4 d5e4 f3e4,1502,75,94,897,advantage endgame queenEndgame short,https://lichess.org/cXMga3rb/black#80,
003aS,8/8/5k1p/6p1/1R4PP/1p2KP2/8/1r6 w - - 0 43,h4h5 b3b2 b4b6 f6e5 f3f4 g5f4,1959,76,92,175,advancedPawn crushing defensiveMove endgame long rookEndgame,https://lichess.org/I7ZktFeR#85,
003jv,1R6/1p2k2p/p2n2p1/4K3/8/6P1/P6P/8 w - - 10 37,b8h8 d6f7 e5e4 f7h8,1006,83,89,338,crushing endgame fork short,https://lichess.org/n0UvwK36#73,
00465,3r1Q1k/pp4pp/2p5/6q1/5R2/2P5/P1P2PPP/3rR1K1 b - - 8 27,d8f8 f4f8,513,92,100,236,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/h21VtqGG/black#54,
0047P,8/1N3k2/6p1/8/2P3P1/pr6/R5K1/8 w - - 1 56,g2f1 b3b1 f1e2 b1b2 e2d1 b2a2,1769,75,86,90,crushing endgame exposedKing fork long master,https://lichess.org/Gb33KZKC#111,
0048h,4r3/p5k1/2p2R1p/2Pp4/1P1pr1P1/P6P/8/3R3K w - - 1 35,f6c6 e4e1 d1e1 e8e1 h1g2 d4d3,1221,75,97,1718,crushing endgame exposedKing long rookEndgame,https://lichess.org/dq15P00L#69,
004Ao,4qk2/1b3rR1/p7/1p2Q3/4P2P/P2P3K/2r5/3R4 w - - 5 41,g7f7 e8f7 e5h8 f8e7,1711,96,86,22,advantage endgame short,https://lichess.org/aFlzjb1K#81,
004Ax,8/8/4R1kp/p7/5rPK/8/7P/8 b - - 2 42,g6f7 e6h6 f4f6 h6h7 f7g6 h7a7,2000,75,92,560,crushing endgame exposedKing long rookEndgame,https://lichess.org/x2mMwVJD/black#84,
004JD,3r4/R7/2p5/p1P2p2/1p4k1/nP6/P2KNP2/8 w - - 3 41,d2e3 a3c2,1239,79,91,2754,endgame mate mateIn1 oneMove,https://lichess.org/6vTeEc3x#81,
004LZ,8/7R/5p2/p7/7P/2p5/3k2r1/1K2N3 w - - 3 48,e1g2 c3c2 b1a2 c2c1q h7d7 d2e2,1201,77,93,2033,advancedPawn crushing defensiveMove deflection endgame long promotion,https://lichess.org/drahwNdj#95,
004Lu,8/p1p4p/4Pk2/2PP1p1P/1r3r2/5B2/P3RK2/8 b - - 3 38,f6e7 d5d6 c7d6 c5d6 e7d6 e6e7,1170,75,100,571,advancedPawn advantage endgame exposedKing long master,https://lichess.org/WMeZuWza/black#76,
004RF,5rk1/5ppp/1p6/1qp2P1Q/3p3P/6R1/6PK/8 b - - 0 30,c5c4 g3g7 g8g7 f5f6 g7f6 h5b5,1746,78,82,52,attraction crushing discoveredAttack endgame long sacrifice,https://lichess.org/2UeWcE4h/black#60,
004X6,1r4k1/p4ppp/2Q5/3pq3/8/P6P/2PR1PP1/Rr4K1 w - - 1 26,a1b1 b8b1 d2d1 b1d1,1152,266,83,14,endgame mate mateIn2 short,https://lichess.org/wvPFkjF9#51,
004XI,8/3kqp2/4p3/p2p4/3P1P2/4P1rP/7r/1QR2K2 b - - 1 34,e7a3 b1b7 d7e8 c1c8,982,90,70,35,endgame mate mateIn2 short,https://lichess.org/54fnArpo/black#68,
004b0,5kB1/4b3/4P3/2p2P2/2b5/8/p7/B6K w - - 4 48,g8f7 e7g5 f5f6 g5e3 a1e5 e3f4 e5f4 a2a1q,2368,109,47,33,advancedPawn bishopEndgame crushing deflection endgame promotion quietMove veryLong,https://lichess.org/CJKIi1QJ#95,
004d8,8/4kr2/R2p4/1p1Pp1p1/5p2/3K1P2/PPP5/8 b - - 0 39,g5g4 a6a7 e7f6 a7f7 f6f7 f3g4,1608,78,87,103,crushing endgame long rookEndgame,https://lichess.org/FrR3BHbW/black#78,
004mT,5Q2/8/1b1kp1p1/5p2/3p4/5qPK/7P/8 b - - 1 51,d6c6 f8a8 c6d6 a8f3,1350,74,98,6960,advantage endgame short skewer,https://lichess.org/Jqhi4ozb/black#102,
004sY,8/2k3n1/3p2p1/1KpP2Pp/2P4P/7B/8/8 w - - 0 57,b5a6 c7d8 a6b5 g7f5,2191,95,68,32,crushing endgame short,https://lichess.org/sMrTPfXp#113,
004sg,6k1/p3b2p/1p1pP3/2p3P1/1Pnp3B/P6P/3Q3K/8 w - - 0 38,b4c5 c4d2 c5c6 d6d5 g5g6 e7d6,2340,95,91,1204,advantage clearance endgame hangingPiece long quietMove,https://lichess.org/pSRIvt7K#75,
004u0,6k1/ppq3pp/2p1rp2/4r3/4p1Q1/P5RP/1P3PP1/3R2K1 b - - 3 34,e6e8 d1d7 c7d7 g4d7,1364,74,93,1009,advantage endgame short,https://lichess.org/3gEqoQeQ/black#68,
004zI,2q3k1/4br1p/6RQ/1p1n2p1/7P/1P4P1/1B2PP2/6K1 b - - 0 27,h7g6 h6h8,1460,77,88,327,endgame mate mateIn1 oneMove,https://lichess.org/HE33gdt4/black#54,
004zh,4b1k1/4Pr2/3R2pp/1ppBP1q1/8/PP4P1/2P4P/3R3K b - - 2 38,g5h5 d1f1 g8g7 d5f7 e8f7 d6d8 h5e5 f1f7 g7f7 e7e8q e5e8 d8e8,2618,93,68,112,advancedPawn attraction crushing endgame exposedKing intermezzo pin promotion quietMove veryLong,https://lichess.org/sYeKSrqj/black#76,
0050w,5rk1/1p2p1rp/p2p4/2pPb2R/2P1P3/1P1BKP1R/8/8 b - - 4 30,g7g3 h3g3 e5g3 h5g5 g8f7 g5g3,1068,80,90,1500,crushing endgame fork long,https://lichess.org/QD8pUcTR/black#60,
005Bm,4rk2/p1q5/1p3Q1b/8/1p5N/2P1p3/P3P3/2K5 b - - 0 43,c7f7 h4g6 f8g8 f6h8,1521,77,97,2630,endgame mate mateIn2 pin short,https://lichess.org/KKslCMev/black#86,
005Ep,5kr1/ppR3p1/3R3p/8/1r1n4/8/1P3PPP/2K5 b - - 4 31,d4b5 d6d8,1128,80,100,50,endgame mate mateIn1 oneMove,https://lichess.org/ttFEoJfQ/black#62,
005N7,r6k/2q3pp/8/2p1n3/R1Qp4/7P/2PB1PP1/6K1 b - - 0 32,e5c4 a4a8 c7b8 a8b8,575,98,95,1856,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/jxZhmGhg/black#64,
005f3,r5k1/2p1pp2/pp4p1/1q1r4/5P2/2QP2R1/PP6/1K4R1 b - - 0 32,d5h5 g3g6 f7g6 g1g6 g8f7 c3g7 f7e8 g7g8 e8d7 g8e6 d7d8 g6g8,2046,72,95,13773,crushing endgame sacrifice veryLong,https://lichess.org/Prb24UzR/black#64,
005jR,8/5p1k/1P4pp/3Qn3/4BP2/6P1/1p2P2P/2q3K1 w - - 1 34,g1f2 b2b1q e4b1 e5g4 f2f3 c1h1,2732,95,91,107,advancedPawn crushing endgame long promotion,https://lichess.org/ltr8kYV9#67,
005qG,8/8/1p1k1p1p/3npp2/2B5/PP1K1PP1/7P/8 b - - 0 36,f5f4 c4d5 f4g3 h2g3 d6d5 g3g4,2310,85,65,55,crushing defensiveMove endgame long,https://lichess.org/RMj9gStA/black#72,
005ws,8/8/5pp1/3K3p/3N2kP/8/8/8 w - - 2 62,d5e6 g6g5 h4g5 f6g5 e6d5 h5h4 d5e4 h4h3 d4f3 g4g3,2340,77,94,1725,crushing endgame knightEndgame master masterVsMaster quietMove veryLong,https://lichess.org/LOwACSXb#123,
005xu,8/3k4/1K1P4/2P3r1/R7/5b2/8/8 b - - 0 68,g5g8 a4a7 d7e6 a7e7 e6d5 d6d7,1914,86,84,35,advancedPawn crushing endgame exposedKing long,https://lichess.org/TDu28XvE/black#136,
0061g,6k1/pp3pp1/2p1q1Pp/3b4/8/6Q1/PB3Pp1/3RrNK1 b - - 2 27,e1d1 g3b8 e6e8 b8e8,802,92,73,267,endgame mate mateIn2 short,https://lichess.org/dJ3xEKJK/black#54,
0068D,7r/pppk4/2pb1r2/8/2NP2p1/2P5/PP2RPP1/4R1K1 w - - 2 26,c4d6 f6h6 f2f4 g4g3 e2e7 d7d6 g1f1 h6h1,1896,75,92,690,crushing endgame veryLong,https://lichess.org/WNAZgV2o#51,
006E1,5rk1/R4pp1/1p5p/3Q4/1PPp2q1/3P2P1/5P2/4nK2 w - - 0 34,f1e1 f8e8 e1f1 g4h3 d5g2 e8e1 f1e1 h3g2,1617,74,96,17682,crushing deflection endgame veryLong,https://lichess.org/KaLKLKD5#67,
006HV,1r6/5k2/2p1pNp1/p5Pp/1pQ1P2P/2P4R/KP3P2/3q4 w - - 4 31,c4c6 b4b3 a2a3 d1a1,1145,78,93,997,endgame mate mateIn2 short,https://lichess.org/ibb2c72C#61,
006OI,8/p7/5k2/P5R1/6KP/8/8/5r2 w - - 5 53,g5g8 f1g1 g4f4 g1g8,843,97,76,261,crushing endgame rookEndgame short skewer,https://lichess.org/6AH1H5wg#105,
006om,1r3k2/5p1p/2p1pp2/P2n4/2r1N3/P4PK1/2R2P1P/2R5 b - - 9 29,c4a4 e4c5 a4a5 c5d7 f8g7 d7b8,1817,73,95,7056,crushing endgame fork long master,https://lichess.org/BMIgw1OR/black#58,
006wz,2r5/4ppkp/5bp1/1p6/1P6/P3B3/2r2PPP/1R1R2K1 b - - 2 22,f6b2 b1b2 c2b2 e3d4 f7f6 d4b2,1434,75,80,535,attraction crushing endgame fork long sacrifice,https://lichess.org/qT0W6o27/black#44,
006yP,6R1/8/Kpk1p3/1p1pP3/6P1/PPP1r3/8/8 b - - 3 40,e3c3 g8c8 c6d7 c8c3,819,89,80,151,crushing endgame master rookEndgame short skewer,https://lichess.org/vf9MOLH1/black#80,
0071K,3N1r2/6R1/kp6/p2pPp1Q/2pP2P1/2q5/2P5/2K5 w - - 0 38,g7a7 a6a7 h5h7 a7a6,1151,85,93,415,crushing defensiveMove endgame hangingPiece short,https://lichess.org/gY0ZkxR4#75,
0071N,6k1/p4pp1/1p5p/4b3/4B3/4P1P1/PpR2PKP/3r4 b - - 1 30,b2b1q c2c8 d1d8 c8d8,513,90,100,169,endgame mate mateIn2 short,https://lichess.org/HRlw71ON/black#60,
00761,3r2k1/1b3pbR/p2P2P1/3p2N1/2p5/2P2N2/PP6/2K5 b - - 0 28,f7g6 h7g7 g8g7 g5e6 g7g8 e6d8,1479,78,94,21725,attraction crushing endgame exposedKing fork long sacrifice,https://lichess.org/vu70Maig/black#56,
007Rn,4r1k1/p4p1p/1p6/6q1/3P2n1/P4Q2/1P1B2P1/7K w - - 0 34,d2g5 e8e1 f3f1 e1f1,992,82,75,76,endgame mate mateIn2 short,https://lichess.org/L9kH7FqT#67,
007eS,6k1/p4p2/1p5p/4r3/P3B3/1P3P2/2PK2PP/8 w - - 0 29,d2e3 f7f5 g2g4 f5e4,1138,76,96,11385,advantage endgame short,https://lichess.org/8qs8bafy#57,
007fJ,8/1P3ppp/8/8/8/2pk3P/3p2P1/3K4 w - - 0 52,b7b8q c3c2,543,103,92,499,advancedPawn endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/34ezZi7R#103,
007gO,2r3rk/5p2/4p2p/4q3/1Q6/8/1P3PPP/R4RK1 w - - 0 31,a1c1 e5g5 g2g3 c8c1,2177,86,76,47,crushing endgame short,https://lichess.org/id1brvZc#61,
0088O,7Q/2p5/1p2prp1/p4k1p/P4p1P/8/6RK/3q4 b - - 2 37,d1a4 g2g5 f5e4 h8f6,1133,80,85,443,crushing deflection endgame short,https://lichess.org/GmH1DPx6/black#74,
008EC,6k1/4rpp1/p6p/7P/q1pP1R2/2Pb2Q1/P4RP1/6K1 w - - 9 31,f4f7 e7f7 g3b8 g8h7 f2f7 a4d1 g1f2 d1f1 f2g3 f1f7,2281,78,90,383,advantage endgame skewer veryLong,https://lichess.org/q5CqLXP5#61,
008GK,1k1r4/ppp3p1/8/1P5p/8/P3n2P/2P1r1P1/B3NRK1 b - - 4 31,d8d1 f1f8 d1d8 f8d8,400,110,90,1683,backRankMate endgame mate mateIn2 short,https://lichess.org/9vFFDYsH/black#62,
008LD,8/6pp/4N1k1/5p2/5P2/5rPb/4R2P/6K1 w - - 0 35,e6g5 f3f1,408,98,78,174,endgame mate mateIn1 oneMove,https://lichess.org/jzHHsjDp#69,
008P4,8/4k3/1p1p4/rP2p1p1/P2nP1P1/3BK3/8/R7 w - - 0 35,e3d2 d4b3 d2c3 b3a1,791,99,95,1596,crushing endgame fork short,https://lichess.org/3GoHPRp3#69,
008Sk,8/6pp/3Bp2k/p2pP2P/P2bp1PK/8/r7/5R2 b - - 2 37,d4f2 f1f2 g7g5 h4g3 a2f2 g3f2,1920,79,94,12343,crushing endgame long,https://lichess.org/rah6MiKa/black#74,
008o6,Q5k1/p1p3p1/5rP1/8/3P4/7P/q3r3/B4RK1 b - - 1 34,f6f8 a8f8,471,87,75,122,endgame mate mateIn1 oneMove,https://lichess.org/1k4lXfEi/black#68,
008oX,4r1k1/2R3pp/2p4q/1p1p4/3P4/P7/1PP2R2/1K1N4 b - - 3 32,e8e1 c7c8 e1e8 c8e8,978,76,71,219,endgame mate mateIn2 short,https://lichess.org/APGKH8YH/black#64,
008tL,8/7k/pR5p/3p4/5r2/2P1p2P/P5P1/6K1 w - - 0 40,b6a6 e3e2 a6e6 f4f1,1079,84,95,3073,advancedPawn crushing endgame master rookEndgame short,https://lichess.org/yhNupFCi#79,
0092z,2r3k1/2qR1ppp/p7/2p2Q2/P7/7P/5PP1/6K1 b - - 3 26,c7c6 f5f7 g8h8 f7g7,938,91,94,424,endgame mate mateIn2 short,https://lichess.org/fjaha7q0/black#52,
0095W,8/pp1r2kp/q2P1ppb/4p3/2N1P3/1Q5P/PPR2PP1/6K1 w - - 3 32,c4e5 f6e5 c2c7 a6d6,1771,76,93,2199,advantage endgame hangingPiece short,https://lichess.org/CaL8Bl7F#63,
009BH,3r2k1/6p1/4Q3/4B3/1p3P2/4PKP1/3q4/8 b - - 17 51,g8h8 e6h6 h8g8 h6g7,1404,75,97,4790,endgame mate mateIn2 pin short,https://lichess.org/QauOOpOY/black#102,
009bR,4r2k/3q2r1/1p4pQ/p1pP4/2P4P/1N4p1/PP3RK1/8 b - - 1 37,g7h7 f2f8 e8f8 h6f8,1048,77,82,153,endgame mate mateIn2 short,https://lichess.org/rvHGlZar/black#74,
009f8,8/1p4p1/pb2ppkp/3n4/3P4/P3BN1P/1P2KPP1/8 b - - 0 26,g6f5 f3h4 f5e4 f2f3,1105,78,94,188,endgame mate mateIn2 short,https://lichess.org/paDYagZM/black#52,
009hH,k3r3/p3q3/1pp5/3pnB2/1P1Q4/1KPP4/P4R2/8 w - - 0 41,f2e2 e5f3 e2e7 f3d4 c3d4 e8e7,1862,74,100,148,advantage endgame long,https://lichess.org/LEg5X8PU#81,
009oc,5Q2/pbp3np/1p1pB1pk/1P6/P3q2P/6K1/8/8 b - - 1 32,e4e6 f8f4 g6g5 f4g5,1161,77,89,762,endgame mate mateIn2 short,https://lichess.org/426eHXom/black#64,
009tE,6k1/6pp/p1N2p2/1pP2bP1/5P2/8/PPP5/3K4 b - - 1 28,f6g5 c6e7 g8f7 e7f5,657,95,89,762,crushing endgame fork short,https://lichess.org/fUV1iXBx/black#56,
009zR,3r4/p1p2ppp/4k3/6Q1/5P2/4P3/Prqn2PP/3R1RK1 w - - 3 22,g5d8 d2f3 g1h1 c2g2,1629,78,87,173,discoveredAttack endgame mate mateIn2 short,https://lichess.org/SctCD3fJ#43,
00A5m,8/1p6/p1p2p2/P3b3/1PK3P1/2PBk3/8/8 b - - 3 60,e3d2 d3f5 e5c7 f5c8 b7b6 a5b6 c7b6 c8a6,1990,75,90,610,bishopEndgame crushing endgame quietMove veryLong,https://lichess.org/Y4Ftfosz/black#120,
00A5v,4r1k1/pp1qr1p1/7p/2pPR3/2P2p2/1PQ2P2/P5PP/4R1K1 w - - 3 33,c3d2 e7e5 e1e5 e8e5,876,100,84,674,crushing endgame short,https://lichess.org/1WXk6Mn2#65,
00AB1,8/7Q/3p1kp1/1p6/2b5/2P4P/5PPK/4q3 b - - 8 36,e1c3 h7h8 f6e6 h8c3,1033,76,96,11100,crushing endgame short skewer,https://lichess.org/KQDr21Ph/black#72,
00AHY,r6k/3NR1p1/4n2p/5b2/p6P/6R1/8/6K1 w - - 2 43,h4h5 a4a3 g3a3 a8a3 e7e8 h8h7,1358,78,84,1512,advantage endgame long,https://lichess.org/SFxNjHBp#85,
00AOH,6k1/1R6/1p2p1pp/4P3/p1N2P2/6PK/7P/1r6 w - - 0 48,b7b6 b1b6 c4b6 a4a3 b6d7 a3a2,887,99,95,691,advancedPawn advantage endgame long,https://lichess.org/D6NQDAPE#95,
00Aae,1R6/1P6/4pkp1/5p2/3P3p/3KP3/8/1r6 b - - 0 43,h4h3 b8f8 f6e7 b7b8q b1b8 f8b8,1020,80,88,344,advancedPawn clearance crushing endgame long promotion rookEndgame,https://lichess.org/mLIjph1r/black#86,
00AbP,4r1k1/pp3pp1/2p5/7b/4P2P/2P2N2/PP4K1/3R4 b - - 0 24,e8e4 d1d8 g8h7 f3g5,804,104,90,64,crushing endgame short,https://lichess.org/0NyDgLKw/black#48,
00Ac7,8/2p1pk1p/Pp4p1/8/p1P2P2/3r2P1/3PR2P/3K4 b - - 1 33,a4a3 a6a7 d3d8 e2e3 a3a2 e3a3,2281,76,93,1734,advancedPawn advantage endgame long rookEndgame,https://lichess.org/SIcsTksL/black#66,
00AcQ,8/1bpp2k1/1p5r/1P2P3/3P1P2/2P1n1K1/2Q3P1/8 w - - 0 30,c2a2 h6g6 g3f2 g6g2,1661,74,91,794,crushing endgame short,https://lichess.org/MqFuiB4J#59,
00AdI,3r4/4kp1p/1PQ1p1p1/p3b3/1p2P2P/1P6/6PK/8 w - - 1 36,h2h3 d8d3 g2g3 d3g3 h3h2 g3c3,1294,74,97,7402,crushing discoveredAttack endgame long master,https://lichess.org/WWyIGzPi#71,
00Af3,8/8/2B2p1p/P4Pp1/3p1kP1/1b1Pb2P/8/4K3 b - - 0 50,f4g3 a5a6 b3c4 a6a7,1166,76,95,5586,advancedPawn bishopEndgame crushing endgame short,https://lichess.org/JBQDYKyD/black#100,
00AoZ,8/1R6/p1pk4/6bp/1QP5/P7/KP6/3r2q1 b - - 2 44,g1c5 b7d7 d6d7 b4c5,1043,83,93,3382,advantage deflection endgame short,https://lichess.org/356BAYqk/black#88,
00Au2,r5r1/pp2kp2/2p5/3pQ3/3P4/2NB4/PPP2q2/1K6 b - - 1 28,e7d7 d3f5 f2f5 e5f5,929,81,100,239,advantage endgame short,https://lichess.org/kAtvQDbU/black#56,
00AuR,8/4bkp1/R6P/4p3/Pp2P3/1P1rB3/6P1/6K1 b - - 0 33,d3e3 h6h7 e3e1 g1h2,1695,81,85,36,advancedPawn crushing endgame short,https://lichess.org/NQjprK7P/black#66,
00Aul,4r3/1p3R1p/1pb2R1B/7k/6P1/8/r6P/6K1 b - - 0 33,h5g4 f7g7 g4h4 h6d2 e8e1 d2e1,2680,83,91,281,crushing endgame long quietMove,https://lichess.org/WWumMDnF/black#66,
00B3B,2K5/3P4/5b2/p1B5/P7/3k4/6p1/8 w - - 7 77,d7d8q f6d8 c8d8 d3c4,1427,75,94,2275,crushing endgame short,https://lichess.org/b7iJvp5Z#153,
00BQD,4r3/3R1pkp/6p1/1P6/1b6/5B2/1P1p1PPP/3R2K1 w - - 0 36,d1d2 e8e1,815,84,100,267,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/ckr8Ti7I#71,
00BSo,2r3k1/4R1pp/p1p2p2/2p5/2P5/1PbN3P/P4PP1/6K1 w - - 0 25,d3c5 c3b4 e7a7 b4c5,1257,75,93,807,advantage endgame short,https://lichess.org/SjQSgSG9#49,
00Bg0,8/3k4/3P1K2/p2R4/5r2/5P2/8/8 w - - 1 57,d5f5 f4f5 f6f5 a5a4 f5e4 a4a3 e4d3 a3a2,1320,75,94,136,advancedPawn crushing endgame quietMove rookEndgame veryLong,https://lichess.org/Kh8jUvEa#113,
00Bg4,3r2k1/1q3ppp/p2rp3/Qp1B4/7P/P4P2/1PP3P1/1K1R3R b - - 0 21,d6d5 a5d8 d5d8 d1d8,1373,85,75,311,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/6qWf8wOP/black#42,
